Word	Simplified	Traditional	Frequency	Pinyin	Definition
梵	梵	梵	0	fàn	1. abbr. for 梵教[Fan4 jiao4] Brahmanism; 2. abbr. for Sanskrit 梵語|梵语[Fan4 yu3] or 梵文[Fan4 wen2]; 3. abbr. for 梵蒂岡|梵蒂冈[Fan4 di4 gang1], the Vatican
檢	检	檢	0	jiǎn	1. to check; 2. to examine; 3. to inspect; 4. to exercise restraint
棒	棒	棒	0	bàng	1. stick; 2. club; 3. cudgel; 4. smart; 5. capable; 6. strong; 7. wonderful; 8. classifier for legs of a relay race
森	森	森	0	sēn	1. Mori (Japanese surname)
森	森	森	0	sēn	1. (bound form) densely wooded; 2. (fig.) (bound form) multitudinous; gloomy; forbidding
椅	椅	椅	0	yǐ	1. chair
植	植	植	0	zhí	1. to plant
椎	椎	椎	0	chuí	1. hammer; mallet (variant of 槌[chui2]); 2. variant of 捶[chui2]
椎	椎	椎	0	zhuī	1. (bound form) vertebra
楣	楣	楣	0	méi	1. lintel; 2. crossbeam
概	概	概	0	gài	1. (bound form) general; approximate; 2. without exception; categorically; 3. (bound form) bearing; deportment; 4. old variant of 概[gai4]
榜	榜	榜	0	bǎng	1. notice or announcement; 2. list of names; 3. public roll of successful examinees; 4. variant of 榜[bang3]
榜	榜	榜	0	bàng	1. (literary) oar; 2. (metonym) boat; 3. variant of 搒[bang4]; 4. (literary) to whip; to flog; 5. Taiwan pr. [beng4]
榜	榜	榜	0	péng	1. variant of 搒[peng2]
槃	槃	槃	0	pán	1. variant of 盤|盘; 2. wooden tray
模	模	模	0	mó	1. to imitate; 2. model; 3. norm; 4. pattern
模	模	模	0	mú	1. mold; 2. die; 3. matrix; 4. pattern
橙	橙	橙	0	chéng	1. orange tree; 2. orange (color)
欣	欣	欣	0	xīn	1. happy
歐	欧	歐	0	ōu	1. Europe (abbr. for 歐洲|欧洲[Ou1 zhou1]); 2. European Union (abbr. for 歐盟|欧盟[Ou1 meng2]); 3. surname Ou
歐	欧	歐	0	ōu	1. ohm (abbr. for 歐姆|欧姆[ou1 mu3]); 2. euro (abbr. for 歐元|欧元[ou1 yuan2]); 3. used in transliteration; 4. old variant of 謳|讴[ou1]
歌	歌	歌	0	gē	1. song (CL:首[shou3],支[zhi1]); 2. (bound form) to sing; 3. variant of 歌[ge1]
止	止	止	0	zhǐ	1. to stop; 2. to prohibit; 3. until; 4. only
歧	歧	歧	0	qí	1. divergent; 2. side road
歷	历	歷	0	lì	1. to experience; 2. to undergo; 3. to pass through; 4. all; 5. each; 6. every; 7. history
殃	殃	殃	0	yāng	1. calamity
殊	殊	殊	0	shū	1. (literary) to kill; to behead; to sever; to separate; to surpass; 2. (bound form) different; 3. (bound form) special; remarkable; 4. (literary) very; extremely
殘	残	殘	0	cán	1. to destroy; 2. to spoil; 3. to ruin; 4. to injure; 5. cruel; 6. oppressive; 7. savage; 8. brutal; 9. incomplete; 10. disabled; 11. to remain; 12. to survive
母	母	母	0	mǔ	1. mother; 2. elderly female relative; 3. origin; 4. source; 5. (of animals) female
毒	毒	毒	0	dú	1. poison; 2. to poison; 3. poisonous; 4. malicious; 5. cruel; 6. fierce; 7. narcotics
畢	毕	畢	0	bì	1. surname Bi
畢	毕	畢	0	bì	1. the whole of; 2. to finish; 3. to complete; 4. complete; 5. full; 6. finished
毛	毛	毛	0	máo	1. surname Mao
毛	毛	毛	0	máo	1. hair; 2. feather; 3. down; 4. wool; 5. mildew; 6. mold; 7. coarse or semifinished; 8. young; 9. raw; 10. careless; 11. unthinking; 12. nervous
毫	毫	毫	0	háo	1. hair; 2. drawing brush; 3. (in the) least; 4. one thousandth; 5. currency unit, 0.1 yuan
民	民	民	0	mín	1. surname Min
民	民	民	0	mín	1. (bound form) the people; 2. inhabitants of a country
氛	氛	氛	0	fēn	1. miasma; 2. vapor
汁	汁	汁	0	zhī	1. juice
匯	汇	匯	0	huì	1. to remit; 2. to converge (of rivers); 3. to exchange; 4. class; 5. collection; 6. variant of 匯|汇[hui4]
汗	汗	汗	0	hán	1. see 可汗[ke4 han2], 汗國|汗国[han2 guo2]
汗	汗	汗	0	hàn	1. perspiration; 2. sweat; 3. to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)
池	池	池	0	chí	1. surname Chi
池	池	池	0	chí	1. pond; 2. reservoir; 3. moat
汙	污	汙	0	wū	1. variant of 污[wu1]; 2. dirty; 3. filthy; 4. foul; 5. corrupt; 6. to smear; 7. to defile; 8. dirt; 9. filth
湯	汤	湯	0	tāng	1. surname Tang
湯	汤	湯	0	shāng	1. rushing current
湯	汤	湯	0	tāng	1. soup; 2. hot or boiling water; 3. decoction of medicinal herbs; 4. water in which sth has been boiled
汰	汰	汰	0	tài	1. to discard; 2. to eliminate
汽	汽	汽	0	qì	1. steam; 2. vapor
沈	沈	沈	0	shěn	1. surname Shen; 2. short name for 瀋陽|沈阳[Shen3 yang2]
沈	沉	沈	0	chén	1. variant of 沉[chen2]
瀋	沈	瀋	0	shěn	1. (literary) juice
溝	沟	溝	0	gōu	1. ditch; 2. gutter; 3. groove; 4. gully; 5. ravine
泉	泉	泉	0	quán	1. spring (small stream); 2. mouth of a spring; 3. coin (archaic)
泊	泊	泊	0	bó	1. to moor (a boat); 2. to park (a vehicle); 3. (literary) calm; quiet; peaceful
泊	泊	泊	0	pō	1. lake; 2. Taiwan pr. [bo2]
氾	泛	氾	0	fàn	1. variant of 泛[fan4]; 2. (bound form) general; 3. non-specific; 4. extensive; 5. pan-; 6. to flood; 7. (literary) to float about; 8. to be suffused with (a color, emotion, odor etc)
波	波	波	0	bō	1. (bound form) Poland (abbr. for 波蘭|波兰[Bo1 lan2]); 2. surname Bo
波	波	波	0	bō	1. wave; 2. ripple; 3. storm; 4. surge
注	注	注	0	zhù	1. (bound form) to pour into; to flow into; to inject; 2. (bound form) to focus (one's spirit, gaze etc) on a single point; to concentrate; 3. (bound form) stake (in gambling); 4. classifier for stakes, sums of money, transactions or beams of light; 5. variant of 註|注[zhu4]; 6. to annotate; to provide explanatory notes on a written text; 7. an annotation; an explanatory note; 8. (bound form) to put on record; to register
澤	泽	澤	0	zé	1. pool; 2. pond; 3. (of metals etc) luster; 4. favor or beneficence; 5. damp; 6. moist
洋	洋	洋	0	yáng	1. ocean; 2. vast; 3. foreign; 4. silver dollar or coin
津	津	津	0	jīn	1. abbr. for Tianjin 天津[Tian1 jin1]
津	津	津	0	jīn	1. saliva; 2. sweat; 3. a ferry crossing; 4. a ford (river crossing)
洲	洲	洲	0	zhōu	1. continent; 2. island in a river
澆	浇	澆	0	jiāo	1. to pour liquid; 2. to irrigate (using waterwheel); 3. to water; 4. to cast (molten metal); 5. to mold
濁	浊	濁	0	zhuó	1. turbid; 2. muddy; 3. impure
濟	济	濟	0	jǐ	1. used in place names associated with the Ji River 濟水|济水[Ji3 Shui3]; 2. surname Ji
濟	济	濟	0	jǐ	1. used in 濟濟|济济[ji3 ji3]
濟	济	濟	0	jì	1. to cross a river; 2. to aid or relieve; 3. to be of help
浩	浩	浩	0	hào	1. grand; 2. vast (water)
浪	浪	浪	0	làng	1. wave; 2. breaker; 3. unrestrained; 4. dissipated; 5. to stroll; 6. to ramble
浮	浮	浮	0	fú	1. to float; 2. superficial; 3. floating; 4. unstable; 5. movable; 6. provisional; 7. temporary; 8. transient; 9. impetuous; 10. hollow; 11. inflated; 12. to exceed
浴	浴	浴	0	yù	1. bath; 2. to bathe
海	海	海	0	hǎi	1. surname Hai
海	海	海	0	hǎi	1. ocean; 2. sea; 3. great number of people or things; 4. (dialect) numerous
涅	涅	涅	0	niè	1. (literary) alunite (formerly used as a black dye); 2. (literary) to dye black; 3. variant of 涅[nie4]
涉	涉	涉	0	shè	1. (literary) to wade across a body of water; 2. (bound form) to experience; 3. to undergo; 4. to be involved; 5. to concern
液	液	液	0	yè	1. (bound form) a liquid; 2. also pr. [yi4]
涵	涵	涵	0	hán	1. to contain; 2. to include; 3. culvert
殽	淆	殽	0	xiáo	1. variant of 淆[xiao2]; 2. confused and disorderly; 3. mixed; 4. Taiwan pr. [yao2]
淤	淤	淤	0	yū	1. silt; 2. river sludge; 3. to silt up; 4. choked with silt; 5. variant of 瘀[yu1]
淵	渊	淵	0	yuān	1. deep pool; 2. deep; 3. profound
港	港	港	0	gǎng	1. Hong Kong (abbr. for 香港[Xiang1 gang3]); 2. surname Gang
港	港	港	0	gǎng	1. harbor; 2. port
湖	湖	湖	0	hú	1. lake
潰	溃	潰	0	huì	1. used in 潰膿|溃脓[hui4 nong2]; 2. Taiwan pr. [kui4]
潰	溃	潰	0	kuì	1. (bound form) (of floodwaters) to break through a dam or dike; 2. (bound form) to break through (a military encirclement); 3. (bound form) to be routed; to be overrun; to fall to pieces; 4. (bound form) to fester; to ulcerate
源	源	源	0	yuán	1. root; 2. source; 3. origin
準	准	準	0	zhǔn	1. accurate; 2. standard; 3. definitely; 4. certainly; 5. about to become (bride, son-in-law etc); 6. quasi-; 7. para-
溜	溜	溜	0	liū	1. to slip away; 2. to escape in stealth; 3. to skate
溜	溜	溜	0	liù	1. swift current; rapids; 2. (dialect) (of speech, actions etc) skilled; proficient; (of movements) quick; speedy; 3. (bound form) rain runoff from a roof; 4. (bound form) roof gutter; 5. classifier for rows, lines etc; 6. surroundings; neighborhood; 7. (dialect) to practice; 8. (dialect) to plaster; to fill in the cracks (with cement, lime plaster etc)
溺	溺	溺	0	nì	1. to drown; 2. to indulge; 3. addicted to; 4. to spoil (a child)
溺	溺	溺	0	niào	1. variant of 尿[niao4]
滋	滋	滋	0	zī	1. to grow; 2. to nourish; 3. to increase; 4. to cause; 5. juice; 6. taste; 7. (dialect) to spout; 8. to spurt
濫	滥	濫	0	làn	1. overflowing; 2. excessive; 3. indiscriminate
漂	漂	漂	0	piāo	1. to float; 2. to drift
漂	漂	漂	0	piǎo	1. to bleach
漂	漂	漂	0	piào	1. used in 漂亮[piao4 liang5]
漆	漆	漆	0	qī	1. paint; 2. lacquer; 3. to paint (furniture, walls etc)
漫	漫	漫	0	màn	1. free; 2. unrestrained; 3. to inundate
潛	潜	潛	0	qián	1. hidden; 2. secret; 3. latent; 4. to hide; 5. to conceal; 6. to submerge; 7. to dive
潭	潭	潭	0	tán	1. surname Tan
潭	潭	潭	0	tán	1. deep pool; 2. pond; 3. pit (dialect); 4. depression
瀾	澜	瀾	0	lán	1. swelling water
激	激	激	0	jī	1. to arouse; 2. to incite; 3. to excite; 4. to stimulate; 5. sharp; 6. fierce; 7. violent
瀕	濒	瀕	0	bīn	1. to approach; 2. to border on; 3. near
瀋	沈	瀋	0	shěn	1. short name for 瀋陽|沈阳[Shen3 yang2]
瀚	瀚	瀚	0	hàn	1. ocean; 2. vastness
瀰	弥	瀰	0	mí	1. brimming or overflowing
燈	灯	燈	0	dēng	1. lamp; 2. light; 3. lantern
灶	灶	灶	0	zào	1. kitchen stove; 2. kitchen; mess; canteen; 3. variant of 灶[zao4]
灸	灸	灸	0	jiǔ	1. moxibustion (TCM)
燦	灿	燦	0	càn	1. glorious; 2. bright; 3. brilliant; 4. lustrous; 5. resplendent
炎	炎	炎	0	yán	1. flame; 2. inflammation; 3. -itis
匟	炕	匟	0	kàng	1. old variant of 炕[kang4]; 2. kang (a heatable brick bed); 3. to bake; 4. to dry by the heat of a fire
熾	炽	熾	0	chì	1. to burn; 2. to blaze; 3. splendid; 4. illustrious
爛	烂	爛	0	làn	1. soft; mushy; 2. well-cooked and soft; 3. to rot; to decompose; 4. rotten; 5. worn out; 6. chaotic; messy; 7. utterly; thoroughly; 8. crappy; bad
烈	烈	烈	0	liè	1. ardent; 2. intense; 3. fierce; 4. stern; 5. upright; 6. to give one's life for a noble cause; 7. exploits; 8. achievements
烘	烘	烘	0	hōng	1. to bake; 2. to heat by fire; 3. to set off by contrast
然	然	然	0	rán	1. correct; 2. right; 3. so; 4. thus; 5. like this; 6. -ly
煞	煞	煞	0	shā	1. to terminate; 2. to cut short; 3. to bring to a stop; 4. to squeeze; 5. to tighten; 6. to damage; 7. variant of 殺|杀[sha1]
煞	煞	煞	0	shà	1. fiend; 2. demon; 3. very; 4. (Tw) SARS (loanword)
熒	荧	熒	0	yíng	1. a glimmer; 2. glimmering; 3. twinkling; 4. fluorescence; 5. phosphorescence; 6. perplexed; 7. dazzled and confused; 8. planet Mars (arch.)
熟	熟	熟	0	shú	1. ripe; mature; 2. thoroughly cooked; done; 3. familiar; acquainted; 4. experienced; skilled; 5. (of sleep etc) deep; profound; 6. also pr. [shou2]
營	营	營	0	yíng	1. camp; 2. barracks; 3. battalion; 4. to build; 5. to operate; 6. to manage; 7. to strive for
爆	爆	爆	0	bào	1. to explode; to burst; 2. to stir-fry briefly; to quick-boil
爪	爪	爪	0	zhǎo	1. foot of a bird or animal; 2. paw; 3. claws; 4. talons
爪	爪	爪	0	zhuǎ	1. (coll.) foot of an animal or bird; 2. (coll.) foot supporting a cooking pot etc
爵	爵	爵	0	jué	1. ancient bronze wine holder with 3 legs and loop handle; 2. nobility
爾	尔	爾	0	ěr	1. thus; 2. so; 3. like that; 4. you; 5. thou
牌	牌	牌	0	pái	1. signboard; plaque; plate; tablet (CL:塊|块[kuai4]); 2. brand; trademark; 3. mahjong tile; domino; playing card (CL:張|张[zhang1]); 4. (bound form) fixed pattern for lyrics or set melody in classical poetry or music (used in 詞牌|词牌[ci2 pai2] and 曲牌[qu3 pai2])
牛	牛	牛	0	niú	1. surname Niu
牛	牛	牛	0	niú	1. ox; 2. cow; 3. bull; 4. newton (abbr. for 牛頓|牛顿[niu2 dun4]); 5. (slang) awesome
牟	牟	牟	0	móu	1. surname Mou
牟	牟	牟	0	móu	1. barley; 2. to moo; 3. to seek or obtain; 4. old variant of 侔[mou2]; 5. old variant of 眸[mou2]
牟	牟	牟	0	mù	1. used in 牟平[Mu4 ping2] (the name of a place in Shandong); 2. used in 中牟[Zhong1 mu4] (the name of a place in Henan)
牢	牢	牢	0	láo	1. (literary) pen; fold (for livestock); 2. prison; jail; 3. firm; secure; fast
牲	牲	牲	0	shēng	1. domestic animal; 2. sacrificial animal
牽	牵	牽	0	qiān	1. to lead along; 2. to pull (an animal on a tether); 3. (bound form) to involve; 4. to draw in
特	特	特	0	tè	1. special; 2. unique; 3. distinguished; 4. especially; 5. unusual; 6. very; 7. abbr. for 特克斯[te4 ke4 si1], tex
狹	狭	狹	0	xiá	1. narrow; 2. narrow-minded; 3. old variant of 狹|狭[xia2]
獄	狱	獄	0	yù	1. prison
狸	狸	狸	0	lí	1. (bound form) used in the names of small mammals; 2. variant of 狸[li2]
狹	狭	狹	0	xiá	1. narrow; 2. narrow-minded
狼	狼	狼	0	láng	1. wolf
獵	猎	獵	0	liè	1. hunting
猖	猖	猖	0	chāng	1. ferocious
獻	献	獻	0	xiàn	1. to offer; 2. to present; 3. to dedicate; 4. to donate; 5. to show; 6. to put on display; 7. worthy person (old)
猴	猴	猴	0	hóu	1. monkey
猨	猿	猨	0	yuán	1. variant of 猿[yuan2]; 2. ape
獗	獗	獗	0	jué	1. used in 猖獗[chang1 jue2]
王	王	王	0	wáng	1. surname Wang
王	王	王	0	wáng	1. king or monarch; 2. best or strongest of its type; 3. grand; 4. great
王	王	王	0	wàng	1. (literary) (of a monarch) to reign over (a kingdom)
瑪	玛	瑪	0	mǎ	1. used in 瑪瑙|玛瑙[ma3 nao3]
環	环	環	0	huán	1. surname Huan
環	环	環	0	huán	1. ring; 2. hoop; 3. loop; 4. (chain) link; 5. classifier for scores in archery etc; 6. to surround; 7. to encircle; 8. to hem in
玻	玻	玻	0	bō	1. see 玻璃[bo1 li5]
珍	珍	珍	0	zhēn	1. precious thing; 2. treasure; 3. culinary delicacy; 4. rare; 5. valuable; 6. to value highly; 7. variant of 珍[zhen1]
珠	珠	珠	0	zhū	1. bead; 2. pearl
琅	琅	琅	0	láng	1. jade-like stone; 2. clean and white; 3. tinkling of pendants; 4. variant of 琅[lang2]
瑯	琅	瑯	0	láng	1. used in 瑯琊|琅琊[Lang2 ya2]
琉	琉	琉	0	liú	1. precious stone; 2. old variant of 琉[liu2]
琢	琢	琢	0	zhuó	1. to cut (gems)
琢	琢	琢	0	zuó	1. used in 琢磨[zuo2 mo5]; 2. Taiwan pr. [zhuo2]
琳	琳	琳	0	lín	1. gem
琵	琵	琵	0	pí	1. see 琵琶, pipa lute
琶	琶	琶	0	pá	1. see 琵琶, pipa lute
瑜	瑜	瑜	0	yú	1. excellence; 2. luster of gems
瑯	琅	瑯	0	láng	1. variant of 琅[lang2]
琍	璃	琍	0	lí	1. (phonetic character used in transliteration of foreign names); 2. Taiwan pr. [li4]; 3. variant of 璃[li2]; 4. colored glaze; 5. glass
瓜	瓜	瓜	0	guā	1. melon; gourd; squash; 2. (slang) a piece of gossip
甘	甘	甘	0	gān	1. surname Gan; 2. short name for Gansu 甘肅|甘肃[Gan1 su4]
甘	甘	甘	0	gān	1. (bound form) sweet; pleasant (contrasted with 苦[ku3]: bitter, unpleasant); 2. to be willing (to do sth)
產	产	產	0	chǎn	1. to give birth; 2. to reproduce; 3. to produce; 4. product; 5. resource; 6. estate; 7. property
畜	畜	畜	0	chù	1. livestock; 2. domesticated animal; 3. domestic animal
畜	畜	畜	0	xù	1. to raise (animals)
略	略	略	0	lüè	1. brief; sketchy; 2. outline; summary; 3. to omit; 4. (bound form before a single-character verb) a bit; somewhat; slightly; 5. plan; strategy; 6. to capture (territory); 7. variant of 略[lu:e4]
疇	畴	疇	0	chóu	1. arable fields; 2. cultivated field; 3. class; 4. category
畸	畸	畸	0	jī	1. lopsided; 2. unbalanced; 3. abnormal; 4. irregular; 5. odd fractional remnant
疆	疆	疆	0	jiāng	1. border; 2. boundary
疑	疑	疑	0	yí	1. (bound form) to doubt; to suspect
癤	疖	癤	0	jiē	1. pimple; 2. sore; 3. boil; 4. Taiwan pr. [jie2]
療	疗	療	0	liáo	1. to treat; 2. to cure; 3. therapy
瘍	疡	瘍	0	yáng	1. ulcers; 2. sores
疾	疾	疾	0	jí	1. (bound form) disease; ailment; 2. (bound form) swift; 3. (literary) to hate; to abhor
痒	痒	痒	0	yǎng	1. variant of 癢|痒[yang3]; 2. to itch; 3. to tickle
痞	痞	痞	0	pǐ	1. constipation; 2. lump in the abdomen
瘓	痪	瘓	0	huàn	1. used in 癱瘓|瘫痪[tan1 huan4]
癱	瘫	癱	0	tān	1. paralyzed
瘴	瘴	瘴	0	zhàng	1. malaria; 2. miasma
癌	癌	癌	0	ái	1. cancer; (esp.) carcinoma
癢	痒	癢	0	yǎng	1. to itch; 2. to tickle
癲	癫	癲	0	diān	1. mentally deranged; 2. crazy
皇	皇	皇	0	huáng	1. surname Huang
皇	皇	皇	0	huáng	1. emperor; 2. old variant of 惶[huang2]
皈	皈	皈	0	guī	1. to comply with; 2. to follow
皺	皱	皺	0	zhòu	1. to wrinkle; 2. wrinkled; 3. to crease
益	益	益	0	yì	1. surname Yi
益	益	益	0	yì	1. benefit; 2. profit; 3. advantage; 4. beneficial; 5. to increase; 6. to add; 7. all the more
監	监	監	0	jiān	1. to supervise; 2. to inspect; 3. jail; 4. prison
監	监	監	0	jiàn	1. (bound form) supervisor; supervisory office (in imperial China)
盾	盾	盾	0	dùn	1. shield (CL:面[mian4]); 2. (currency) Vietnamese dong; 3. currency unit of several countries (Indonesian rupiah, Dutch gulden etc)
睹	睹	睹	0	dǔ	1. to observe; 2. to see; 3. old variant of 睹[du3]
瞬	瞬	瞬	0	shùn	1. to wink
瞳	瞳	瞳	0	tóng	1. pupil of the eye
瞿	瞿	瞿	0	qú	1. surname Qu
瞿	瞿	瞿	0	qú	1. startled; 2. Taiwan pr. [ju4]
矛	矛	矛	0	máo	1. spear; lance; pike
知	知	知	0	zhī	1. to know; 2. to be aware
石	石	石	0	shí	1. surname Shi; 2. abbr. for Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1], the capital of Hebei
石	石	石	0	dàn	1. dry measure for grain equal to ten dou 斗[dou3]; one hundred liters; 2. ancient pr. [shi2]
石	石	石	0	shí	1. rock; 2. stone; 3. stone inscription; 4. one of the eight categories of ancient musical instruments 八音[ba1 yin1]
碼	码	碼	0	mǎ	1. (archaic) agate; 2. (bound form) standard weight used with a balance scale; 3. number; 4. (computing) code; 5. (clothing) size; 6. yard (unit of length); 7. (coll.) kilometers per hour (informal misuse of "yard" to mean kph in speed references); 8. (coll.) to pile up; to stack; 9. classifier for matters, items, situations etc (esp. when indicating whether they are the same or different, as in 不是一碼事|不是一码事[bu4 shi4 yi1 ma3 shi4] "not the same thing"); 10. (Tw, HK) (finance) unit of 25 basis points (i.e. a 0.25% change in interest rate)
砂	砂	砂	0	shā	1. sand; 2. gravel; 3. granule; 4. variant of 沙[sha1]
研	研	研	0	yán	1. to grind; 2. study; 3. research
礎	础	礎	0	chǔ	1. foundation; 2. base
硃	朱	硃	0	zhū	1. (bound form) cinnabar
碟	碟	碟	0	dié	1. dish; 2. plate
磋	磋	磋	0	cuō	1. (old) to polish bones, horns, ivory etc into tools; 2. (bound form) to deliberate; to consult
禮	礼	禮	0	lǐ	1. surname Li; 2. abbr. for 禮記|礼记[Li3 ji4], Classic of Rites
禮	礼	禮	0	lǐ	1. gift; 2. rite; 3. ceremony; 4. propriety; 5. etiquette; 6. courtesy
社	社	社	0	shè	1. (bound form) society; organization; agency; 2. (old) god of the land
祁	祁	祁	0	qí	1. surname Qi
祁	祁	祁	0	qí	1. large; 2. vast
祥	祥	祥	0	xiáng	1. auspicious; 2. propitious
旤	祸	旤	0	huò	1. old variant of 禍|祸[huo4]; 2. disaster; 3. misfortune; 4. calamity
禁	禁	禁	0	jīn	1. to endure
禁	禁	禁	0	jìn	1. to prohibit; 2. to forbid
禍	祸	禍	0	huò	1. disaster; 2. misfortune; 3. calamity
福	福	福	0	fú	1. surname Fu; 2. abbr. for Fujian province 福建省[Fu2 jian4 Sheng3]
福	福	福	0	fú	1. good fortune; 2. happiness; 3. luck
私	私	私	0	sī	1. personal; 2. private; 3. selfish
秉	秉	秉	0	bǐng	1. surname Bing
秉	秉	秉	0	bǐng	1. to grasp; 2. to hold; 3. to maintain
秋	秋	秋	0	qiū	1. surname Qiu
秋	秋	秋	0	qiū	1. autumn; 2. fall; 3. harvest time; 4. old variant of 秋[qiu1]; 5. used in 鞦韆|秋千[qiu1 qian1]
移	移	移	0	yí	1. to move; 2. to shift; 3. to change; 4. to alter; 5. to remove
稀	稀	稀	0	xī	1. sparse; scattered; 2. rare; uncommon; 3. diluted; thin; watery; 4. (bound form) sth liquid or of thin consistency (as in 綠豆稀|绿豆稀[lu : 4 dou4 xi1] "sweet mung bean soup"); 5. (bound form) totally; extremely (used with negative attributes, as in 稀糟[xi1 zao1] "utterly ruined")
穩	稳	穩	0	wěn	1. settled; steady; stable
穎	颖	穎	0	yǐng	1. head of grain; 2. husk; 3. tip; 4. point; 5. clever; 6. gifted; 7. outstanding
穫	获	穫	0	huò	1. (bound form) to reap; to harvest
究	究	究	0	jiū	1. after all; 2. to investigate; 3. to study carefully; 4. Taiwan pr. [jiu4]
突	突	突	0	tū	1. to dash; 2. to move forward quickly; 3. to bulge; 4. to protrude; 5. to break through; 6. to rush out; 7. sudden; 8. Taiwan pr. [tu2]
竊	窃	竊	0	qiè	1. to steal; 2. secretly; 3. (humble) I
牎	窗	牎	0	chuāng	1. old variant of 窗[chuang1]; 2. variant of 窗[chuang1]; 3. window
競	竞	競	0	jìng	1. to compete; 2. to contend; 3. to struggle
童	童	童	0	tóng	1. surname Tong
童	童	童	0	tóng	1. child
竭	竭	竭	0	jié	1. to exhaust
竹	竹	竹	0	zhú	1. (bound form) bamboo; 2. Kangxi radical 118
籠	笼	籠	0	lóng	1. enclosing frame made of bamboo, wire etc; cage; basket; 2. steamer basket
籠	笼	籠	0	lǒng	1. to envelop; to cover; 2. (used in 籠子|笼子[long3 zi5]) large box; 3. Taiwan pr. [long2]
答	答	答	0	dā	1. bound form having the same meaning as the free word 答[da2], used in 答應|答应[da1 ying5], 答理[da1 li5] etc
答	答	答	0	dá	1. to answer; 2. to reply; 3. to respond
策	策	策	0	cè	1. surname Ce
策	策	策	0	cè	1. policy; 2. plan; 3. scheme; 4. bamboo slip for writing (old); 5. to whip (a horse); 6. to encourage; 7. riding crop with sharp spines (old); 8. essay written for the imperial examinations (old); 9. upward horizontal stroke in calligraphy; 10. variant of 策[ce4]
筷	筷	筷	0	kuài	1. chopstick
簡	简	簡	0	jiǎn	1. simple; 2. uncomplicated; 3. letter; 4. to choose; 5. to select; 6. bamboo strips used for writing (old)
箜	箜	箜	0	kōng	1. used in 箜篌[kong1 hou2]
範	范	範	0	fàn	1. pattern; 2. model; 3. example
篌	篌	篌	0	hóu	1. used in 箜篌[kong1 hou2]
篡	篡	篡	0	cuàn	1. to seize; 2. to usurp; 3. old variant of 篡[cuan4]
粕	粕	粕	0	pò	1. grains in distilled liquor
糧	粮	糧	0	liáng	1. grain; 2. food; 3. provisions; 4. agricultural tax paid in grain
糖	糖	糖	0	táng	1. sugar; 2. sweets; 3. candy; 4. old variant of 糖[tang2]
穅	糠	穅	0	kāng	1. variant of 糠[kang1]; 2. old variant of 糠[kang1]; 3. husk; 4. (of a radish etc) spongy (and therefore unappetising)
糾	纠	糾	0	jiū	1. to gather together; 2. to investigate; 3. to entangle; 4. to correct
紀	纪	紀	0	jǐ	1. surname Ji; 2. also pr. [Ji4]
紀	纪	紀	0	jì	1. order; 2. discipline; 3. age; 4. era; 5. period; 6. to chronicle
紂	纣	紂	0	zhòu	1. Zhou, pejorative name given posthumously to the last king of the Shang dynasty, King Zhou of Shang 商紂王|商纣王[Shang1 Zhou4 Wang2] (the name refers to a crupper 紂|纣[zhou4], the piece of horse tack most likely to be soiled by the horse)
紂	纣	紂	0	zhòu	1. crupper (harness strap running over a horse's hindquarters and under its tail)
約	约	約	0	yāo	1. to weigh in a balance or on a scale
約	约	約	0	yuē	1. to make an appointment; 2. to invite; 3. approximately; 4. pact; 5. treaty; 6. to economize; 7. to restrict; 8. to reduce (a fraction); 9. concise
紋	纹	紋	0	wén	1. line; trace; mark; pattern; grain (of wood etc); 2. to tattoo
紗	纱	紗	0	shā	1. cotton yarn; 2. muslin
級	级	級	0	jí	1. level; 2. grade; 3. rank; 4. step (of stairs); 5. classifier: step, level
紛	纷	紛	0	fēn	1. numerous; 2. confused; 3. disorderly
素	素	素	0	sù	1. raw silk; 2. white; 3. plain, unadorned; 4. vegetarian (food); 5. essence; 6. nature; 7. element; 8. constituent; 9. usually; 10. always; 11. ever
索	索	索	0	suǒ	1. surname Suo; 2. abbr. for 索馬里|索马里[Suo3 ma3 li3], Somalia
索	索	索	0	suǒ	1. to search; 2. to demand; 3. to ask; 4. to exact; 5. large rope; 6. isolated
細	细	細	0	xì	1. thin or slender; 2. finely particulate; 3. thin and soft; 4. fine; 5. delicate; 6. trifling; 7. (of a sound) quiet; 8. frugal
紹	绍	紹	0	shào	1. surname Shao
紹	绍	紹	0	shào	1. to continue; 2. to carry on
終	终	終	0	zhōng	1. end; 2. finish
組	组	組	0	zǔ	1. surname Zu
組	组	組	0	zǔ	1. to form; 2. to organize; 3. group; 4. team; 5. classifier for sets, series, groups of people, batteries
絡	络	絡	0	lào	1. small net
絡	络	絡	0	luò	1. net-like object; 2. to hold sth in place with a net; 3. to wind; 4. to twist; 5. (TCM) channels in the human body
統	统	統	0	tǒng	1. to gather; 2. to unite; 3. to unify; 4. whole
維	维	維	0	wéi	1. abbr. for Uighur 維吾爾|维吾尔[Wei2 wu2 er3]; 2. surname Wei
維	维	維	0	wéi	1. to preserve; 2. to maintain; 3. to hold together; 4. dimension; 5. vitamin (abbr. for 維生素|维生素[wei2 sheng1 su4])
